The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -1.03208e-009
Smallest slack in design: -4.84064e-009
Total slack in design: -2.76234e-006
Total negative slack: 2.76234e-006


Range		-4.8e-009 to -4.1e-009	-4.1e-009 to -3.3e-009	-3.3e-009 to -2.6e-009	-2.6e-009 to -1.8e-009	-1.8e-009 to -1.0e-009	Not analysed
Slacks in range		266			290			126			44			11			0

Net #	Driver_tnode	to_node	Slack

    0	   24		    0	-4.61176e-009
    1	  331		    3	-3.77141e-009
    2	  336		    4	-3.74541e-009
			 2789	-3.68472e-009
			 4231	-4.28861e-009
			 4954	-3.55061e-009
			 9571	-3.08637e-009
    3	  333		    5	-2.62746e-009
			  666	-2.59662e-009
			 1039	-2.63873e-009
			 1703	-3.12684e-009
			 2080	-2.7768e-009
			 3183	-2.14586e-009
			 3509	-3.45904e-009
			 4217	-3.10303e-009
			 5737	-4.39707e-009
			 6059	-3.86585e-009
			 6479	-3.82819e-009
			 7203	-3.70821e-009
			 7581	-4.11342e-009
			 9234	-3.5816e-009
			 9562	-3.82715e-009
    4	  334		    6	-4.03113e-009
    5	 5369		    7	-3.93714e-009
    6	 1041		    8	-3.74541e-009
			 2088	-2.04121e-009
			 2794	-4.2003e-009
			 3527	-2.78408e-009
			 3878	-4.20062e-009
			 4959	-3.66262e-009
			 5352	-3.71405e-009
			 5733	-4.35224e-009
			 6845	-3.38668e-009
			 7934	-2.83368e-009
			 8262	-2.7855e-009
			 8600	-3.36892e-009
			 9245	-3.27507e-009
    7	 4985		    9	-3.68139e-009
			 2817	-4.40496e-009
    8	  338		   10	-4.63507e-009
    9	 6854		   11	-3.25826e-009
   10	 2422		   12	-3.08965e-009
			  325	-4.70838e-009
			 1034	-3.28663e-009
			 1395	-3.95285e-009
			 1710	-4.74747e-009
			 2455	-4.14322e-009
			 2814	-4.2678e-009
			 3171	-4.42719e-009
			 3882	-4.31112e-009
			 4246	-3.74922e-009
			 5731	-2.47205e-009
			 6462	-3.28623e-009
			 6829	-3.32782e-009
			 7206	-3.44045e-009
			 7576	-3.45851e-009
			 8593	-3.7612e-009
			 8911	-3.2113e-009
			 9237	-3.26237e-009
			 9559	-3.75406e-009
			 9924	-1.36605e-009
   11	 1043		   13	-4.37536e-009
   12	 1047		   14	-4.72794e-009
			 2449	-3.61392e-009
			 3167	-3.80593e-009
			 5738	-3.3944e-009
			 6061	-3.8672e-009
			 6468	-3.82672e-009
			 6824	-3.46265e-009
			 7210	-2.87416e-009
			 7579	-3.93369e-009
			 9551	-3.98992e-009
			 9932	-3.27888e-009
   13	 8919		   15	-2.92127e-009
   14	  339		   16	-3.77141e-009
   15	 2419		   17	-4.07208e-009
			  326	-4.6858e-009
			 1024	-3.28663e-009
			 1397	-3.95285e-009
			 1718	-4.74747e-009
			 2445	-4.12072e-009
			 2813	-4.2453e-009
			 3166	-4.42822e-009
			 3511	-3.47265e-009
			 3876	-4.3864e-009
			 4232	-3.74812e-009
			 4955	-3.08045e-009
			 5334	-2.84653e-009
			 5734	-2.47102e-009
			 6463	-3.2852e-009
			 6828	-3.29127e-009
			 7207	-3.44045e-009
			 7574	-3.43593e-009
			 8261	-1.57679e-009
			 8603	-3.83649e-009
			 8912	-3.2113e-009
			 9240	-3.19618e-009
			 9552	-3.71751e-009
   16	  332		   18	-4.30007e-009
   17	 2416		   19	-3.75966e-009
			  324	-4.70838e-009
			 1027	-4.06294e-009
			 1378	-3.61785e-009
			 1699	-4.74747e-009
			 2079	-1.80352e-009
			 2456	-4.14322e-009
			 2801	-3.9328e-009
			 3180	-3.30714e-009
			 3881	-4.31112e-009
			 4223	-3.74922e-009
			 4957	-2.76446e-009
			 5735	-2.47205e-009
			 6467	-3.28623e-009
			 6843	-3.32679e-009
			 7197	-3.44045e-009
			 7573	-3.45851e-009
			 8597	-3.7612e-009
			 8898	-3.2113e-009
			 9244	-3.21971e-009
			 9567	-3.75406e-009
   18	 7598		   20	-4.61176e-009
			  663	-4.7673e-009
   19	 1403		   21	-4.58773e-009
   20	 9261		   22	-3.44164e-009
			  680	-4.27756e-009
   21	   23		  679	-4.72794e-009
   22	 2425		  319	-4.74472e-009
			  674	-3.01222e-009
			 1028	-2.28163e-009
			 1383	-3.93027e-009
			 1712	-4.84064e-009
			 2081	-2.26419e-009
			 2451	-4.00769e-009
			 2799	-3.63738e-009
			 3165	-4.42719e-009
			 3865	-4.0514e-009
			 4233	-3.74812e-009
			 4974	-3.41545e-009
			 5721	-3.90936e-009
			 6079	-2.62444e-009
			 6459	-3.56498e-009
			 6827	-4.1809e-009
			 7196	-3.44045e-009
			 7932	-3.13006e-009
			 8268	-4.00739e-009
			 8604	-3.83649e-009
			 8906	-2.4938e-009
			 9568	-3.71751e-009
   23	  654		  320	-4.63507e-009
			 1033	-4.72794e-009
			 1704	-4.73722e-009
			 2087	-4.58682e-009
			 2802	-4.55772e-009
			 3178	-1.65557e-009
			 4609	-3.18733e-009
			 4968	-2.81717e-009
			 5359	-1.90996e-009
			 8903	-3.2113e-009
			 9573	-2.42057e-009
			 9934	-2.69199e-009
   24	 2428		  321	-4.7673e-009
			 1711	-4.84064e-009
			 3168	-4.42719e-009
			 3870	-3.96475e-009
			 4956	-3.41545e-009
			 5732	-3.94702e-009
			 6082	-3.75719e-009
			 6833	-4.1809e-009
			 7199	-3.44045e-009
			 7936	-3.17514e-009
			 8269	-4.02997e-009
			 8595	-3.7612e-009
			 8902	-2.4938e-009
			 9558	-3.28408e-009
   25	  657		  322	-4.63507e-009
			 1032	-4.72794e-009
			 1717	-4.73722e-009
			 2094	-4.58682e-009
			 2811	-4.55772e-009
			 3169	-1.65668e-009
			 4614	-3.21205e-009
			 4969	-2.87851e-009
			 8904	-3.2113e-009
			 9560	-2.37548e-009
			 9928	-2.69199e-009
   26	  660		  323	-4.63507e-009
			 1037	-4.72794e-009
			 1716	-4.73722e-009
			 2095	-4.58682e-009
			 2810	-4.55772e-009
			 3185	-1.74844e-009
			 4608	-3.18733e-009
			 4966	-2.81717e-009
			 5358	-1.90996e-009
			 8900	-3.2113e-009
   27	  327		 6473	-3.54852e-009
   28	  328		 1022	-3.3735e-009
			 1398	-2.49539e-009
			 1702	-3.12684e-009
			 2450	-3.08497e-009
			 2798	-3.57458e-009
			 3176	-2.25428e-009
			 3517	-3.90115e-009
			 4975	-3.6852e-009
			 5339	-3.431e-009
			 6062	-3.96518e-009
			 6474	-4.10797e-009
			 7209	-3.29047e-009
			 8263	-4.29709e-009
			 8599	-3.52721e-009
			 9238	-3.60264e-009
   29	  329		 2452	-4.52818e-009
			 2809	-4.60955e-009
			 6078	-4.30018e-009
			 7194	-3.69158e-009
			 7929	-3.33277e-009
			 8255	-3.62336e-009
			 8907	-2.92127e-009
   30	  330		 1713	-4.7673e-009
			 4971	-3.6852e-009
			 8260	-4.38996e-009
			 9233	-3.38699e-009
   31	  335		 3179	-4.62348e-009
			 4953	-4.09147e-009
			 6075	-3.18855e-009
			 6821	-4.70838e-009
			 7202	-3.6163e-009
			 7937	-3.69306e-009
			 8264	-3.65992e-009
			 9563	-3.75329e-009
   32	  337		 2084	-2.82719e-009
			 5340	-3.766e-009
			 6072	-4.30018e-009
			 7577	-3.03897e-009
			 9930	-3.59387e-009
   33	  340		 1390	-2.38244e-009
			 2099	-3.85604e-009
			 2791	-3.37223e-009
			 4615	-4.61305e-009
			 6841	-3.28234e-009
			 7201	-3.2492e-009
			 8272	-4.55031e-009
			 8598	-4.041e-009
			 9557	-4.0956e-009
   34	 6487		  664	-4.25153e-009
   35	 4989		  665	-3.54883e-009
   36	 7945		  667	-3.03283e-009
   37	 1046		  668	-3.91466e-009
   38	 4254		  669	-4.52307e-009
			 3869	-4.39247e-009
   39	 7221		  670	-3.64074e-009
   40	 3540		  671	-4.10573e-009
   41	 1405		  672	-4.65087e-009
			 2097	-4.84064e-009
   42	 9260		  673	-4.45706e-009
   43	 4625		  675	-3.93297e-009
   44	 1721		  676	-3.8145e-009
			 2075	-4.22093e-009
			 2797	-4.44981e-009
			 4603	-4.50924e-009
			 5337	-4.13326e-009
			 9555	-4.12473e-009
   45	 6857		  677	-4.58221e-009
   46	 2820		  678	-3.56399e-009
			 2086	-3.17474e-009
			 4240	-4.78649e-009
			 4602	-4.35841e-009
			 4973	-4.35988e-009
			 5347	-4.02598e-009
			 6065	-4.55058e-009
			 6484	-4.21062e-009
			 7195	-3.70497e-009
			 7940	-4.02473e-009
			 9253	-4.00531e-009
			 9566	-3.56174e-009
   47	 7949		  681	-3.4908e-009
   48	 1730		  682	-4.73722e-009
   49	 2821		  683	-4.55772e-009
   50	 1731		  684	-4.60169e-009
   51	 4255		  685	-4.4291e-009
			 6483	-4.55058e-009
   52	 1725		  686	-3.9544e-009
   53	 2819		  687	-3.32146e-009
			 4618	-4.372e-009
			 7939	-4.58773e-009
   54	 8278		  688	-3.73706e-009
			 5363	-3.66231e-009
   55	 2101		  689	-3.56399e-009
			 5364	-4.36209e-009
			 6849	-4.06909e-009
   56	 7213		  690	-3.06144e-009
   57	 9582		  691	-3.4795e-009
			 4617	-4.14834e-009
   58	  692		 2098	-4.62427e-009
			 2458	-4.57157e-009
   59	  693		 3162	-4.4291e-009
   60	  694		 1014	-4.68528e-009
   61	  695		 1011	-4.72794e-009
   62	  696		 3536	-4.39545e-009
   63	  697		 2795	-4.73722e-009
   64	  698		 1017	-4.7673e-009
   65	 1720		 1020	-4.18156e-009
			 2083	-4.36209e-009
			 3515	-3.76589e-009
			 3868	-3.67615e-009
			 4605	-3.79541e-009
			 4970	-3.32008e-009
			 5354	-4.11318e-009
			 6081	-4.34269e-009
			 6465	-3.8707e-009
			 8271	-3.14308e-009
			 8601	-4.03429e-009
			 9927	-3.65896e-009
   66	 1723		 1021	-3.64234e-009
			 2089	-3.09604e-009
